ID,诗名,花名,朝代,正文_preview,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2
158,刘敞阁前迎春花,迎春花,宋,沉沉华省锁红尘， 忽地花枝觉岁新。为问名园最深处， 不知迎得几多春？,名、花、枝、华、沉,名 花 枝 华 沉 园 锁 问 新 尘,"[[""名"", 0.08903493732213974], [""花"", 0.07032240182161331], [""枝"", 0.06535881012678146], [""华"", 0.05839934200048447], [""沉"", 0.054054081439971924], [""园"", 0.053863734006881714], [""锁"", 0.045866958796978], [""问"", 0.04294735565781593], [""新"", 0.03939817473292351], [""尘"", 0.038387399166822433]]",25.524868
159,中书东厅迎春,迎春花,宋,覆阑纤弱绿条长， 带雪冲寒坼嫩黄。 迎得春来非自足， 百花千卉共芬芳。,花、阑、带、雪、芬,花 阑 带 雪 芬 覆 共 嫩 纤 长,"[[""花"", 0.09322155267000198], [""阑"", 0.07041550427675247], [""带"", 0.05962971970438957], [""雪"", 0.05582977086305618], [""芬"", 0.04227614775300026], [""覆"", 0.04046078026294708], [""共"", 0.03617125004529953], [""嫩"", 0.03045715019106865], [""纤"", 0.029696956276893616], [""长"", 0.02873886749148369]]",25.555147
160,嘲迎春花,迎春花,清,黄金偷色未分明， 梅傲清香菊让荣。 依旧春寒苦憔悴， 向风却是最先迎。,梅、香、寒、金、荣,梅 香 寒 金 荣 旧 风 明 菊 春,"[[""梅"", 0.07483571767807007], [""香"", 0.04630013555288315], [""寒"", 0.04564026743173599], [""金"", 0.04460547864437103], [""荣"", 0.04314994066953659], [""旧"", 0.04186039790511131], [""风"", 0.040494829416275024], [""明"", 0.03892865031957626], [""菊"", 0.038324978202581406], [""春"", 0.035860076546669006]]",25.429094
161,清平乐,迎春花,宋,纤稂娇小，也解争春早。占得中央颜色好，妆点枝枝新巧。 东皇初到江城，殷勤先去迎春,城、带、稂、江、解,城 带 稂 江 解 殷 皇 与 纤 颜,"[[""城"", 0.035585228353738785], [""带"", 0.023347053676843643], [""稂"", 0.023289350792765617], [""江"", 0.01954166404902935], [""解"", 0.01938246190547943], [""殷"", 0.01798992045223713], [""皇"", 0.017948007211089134], [""与"", 0.017852338030934334], [""纤"", 0.01659984700381756], [""颜"", 0.016175402328372]]",25.516958
162,和乐天宴李美周中丞宅池中赏櫻桃花,樱桃花,唐,"樱桃千万枝， 照耀如雪天。 王孙宴其下, 隔水疑神仙。 宿露发清香， 初阳动暄妍",疑、桃、樱、水、枝,疑 桃 樱 水 枝 阳 香 露 有 遽,"[[""疑"", 0.031766582280397415], [""桃"", 0.031468410044908524], [""樱"", 0.025377493351697922], [""水"", 0.02525068260729313], [""枝"", 0.02332640439271927], [""阳"", 0.022098593413829803], [""香"", 0.0207834430038929], [""露"", 0.018651138991117477], [""有"", 0.01844058558344841], [""遽"", 0.017481768503785133]]",25.46591
163,櫻桃花下有感而作,樱桃花,唐,蔼蔼美周宅， 櫻繁春日斜。 一为洛下客， 十见池上花。 烂漫岂无意， 为君占年华,周、红、粉、蔼、池,周 红 粉 蔼 池 宅 娃 舞 喜 华,"[[""周"", 0.03701528161764145], [""红"", 0.03668418899178505], [""粉"", 0.03233930841088295], [""蔼"", 0.0316171757876873], [""池"", 0.026368990540504456], [""宅"", 0.021283522248268127], [""娃"", 0.018816130235791206], [""舞"", 0.018800105899572372], [""喜"", 0.01751803606748581], [""华"", 0.017042770981788635]]",25.52223
164,履信池櫻桃岛上醉后走笔送别舒员外兼寄宗正李卿考功崔郎中,樱桃花,唐,樱桃岛， 前春去春花万枝。 忽忆与宗正闲饮日，又忆与考功狂醉时。岁晚无花空有叶，,悲、云、叶、桃、寒,悲 云 叶 桃 寒 樱 宗 池 狂 醉,"[[""悲"", 0.03921808674931526], [""云"", 0.03188597410917282], [""叶"", 0.02842099592089653], [""桃"", 0.02037367969751358], [""寒"", 0.020019546151161194], [""樱"", 0.017569798976182938], [""宗"", 0.01715359278023243], [""池"", 0.017108676955103874], [""狂"", 0.01586194336414337], [""醉"", 0.015809517353773117]]",25.437977
165,同诸客携酒早看櫻桃花,樱桃花,唐,晓报樱桃发， 春携酒客过。 绿汤粘盏杓， 红雪压枝柯。 天色晴明少， 人生事故多,雪、汤、柯、花、桃,雪 汤 柯 花 桃 杓 枝 粘 红 盏,"[[""雪"", 0.09887385368347168], [""汤"", 0.06907651573419571], [""柯"", 0.06357131153345108], [""花"", 0.0427170991897583], [""桃"", 0.03190344199538231], [""杓"", 0.0317220576107502], [""枝"", 0.029768910259008408], [""粘"", 0.023340707644820213], [""红"", 0.02251494862139225], [""盏"", 0.02209448628127575]]",25.544704
166,二月十五日櫻桃花盛开,樱桃花,唐,晓觉笼烟重， 春深染雪轻。 静应留得蝶， 繁欲不胜莺。 影乱晨飙急， 香多夜雨晴,雨、烟、香、飙、春,雨 烟 香 飙 春 莺 雪 夜 影 蝶,"[[""雨"", 0.08342114090919495], [""烟"", 0.08320555090904236], [""香"", 0.05108972638845444], [""飙"", 0.04930110275745392], [""春"", 0.03626216575503349], [""莺"", 0.02765238843858242], [""雪"", 0.025851111859083176], [""夜"", 0.02405097894370556], [""影"", 0.01883118227124214], [""蝶"", 0.017888955771923065]]",25.575325
167,和永叔同游上林院后亭见櫻桃花悉已披谢,樱桃花,宋,去年君到见春迟， 今日寻芳是夙期。 只道朱櫻才弄蕊， 及来幽圃已残枝。 飘英尚有,尚、阳、聊、厌、谷,尚 阳 聊 厌 谷 应 有 圃 已 去,"[[""尚"", 0.024429693818092346], [""阳"", 0.024228183552622795], [""聊"", 0.02335517294704914], [""厌"", 0.0205925852060318], [""谷"", 0.02051052823662758], [""应"", 0.019183337688446045], [""有"", 0.018724605441093445], [""圃"", 0.018549982458353043], [""已"", 0.018047979101538658], [""去"", 0.018047209829092026]]",25.574768
168,酬韩侍郎张博士雨后游曲江见寄,樱桃花,唐,小园新种红樱树， 闲绕花行便当游。 何必更随鞍马队， 冲泥蹋雨曲江头。 ,江、园、雨、小、樱,江 园 雨 小 樱 红 冲 马 泥 随,"[[""江"", 0.1406281441450119], [""园"", 0.0632936879992485], [""雨"", 0.05968882143497467], [""小"", 0.049107875674963], [""樱"", 0.04047992080450058], [""红"", 0.033913567662239075], [""冲"", 0.03370048478245735], [""马"", 0.03280502185225487], [""泥"", 0.03251181170344353], [""随"", 0.031720008701086044]]",25.543377
169,題东楼前李使君所种樱桃花,樱桃花,唐,身入青云无见日， 手栽红树又逢春。 惟留花向楼前看， 故故抛愁与后人。,愁、云、花、春、树,愁 云 花 春 树 看 楼 人 抛 故,"[[""愁"", 0.16722853481769562], [""云"", 0.0946795642375946], [""花"", 0.08772499114274979], [""春"", 0.04247400537133217], [""树"", 0.04212048277258873], [""看"", 0.03449126332998276], [""楼"", 0.03265628218650818], [""人"", 0.02888539992272854], [""抛"", 0.025847306475043297], [""故"", 0.02397114597260952]]",25.453163
170,折枝花赠行,樱桃花,唐,樱桃花下送君时， 一寸春心逐折枝。 别后相思最多处， 千株万片绕林垂。,心、林、桃、春、思,心 林 桃 春 思 万 垂 樱 枝 寸,"[[""心"", 0.10481850057840347], [""林"", 0.10006744414567947], [""桃"", 0.07618054002523422], [""春"", 0.06690692156553268], [""思"", 0.052570879459381104], [""万"", 0.0468117855489254], [""垂"", 0.04356048256158829], [""樱"", 0.040822453796863556], [""枝"", 0.030431369319558144], [""寸"", 0.029769662767648697]]",25.410408
171,和裴仆射看櫻桃花,樱桃花,唐,昨日南园新雨后， 樱桃花发旧枝柯。 天明不待人同看， 绕树重重履迹多。 ,园、柯、雨、明、天,园 柯 雨 明 天 樱 枝 桃 日 重,"[[""园"", 0.12762558460235596], [""柯"", 0.07142399996519089], [""雨"", 0.06897382438182831], [""明"", 0.06345123052597046], [""天"", 0.053470809012651443], [""樱"", 0.03871794044971466], [""枝"", 0.03564752638339996], [""桃"", 0.03116358071565628], [""日"", 0.030699273571372032], [""重"", 0.03011159598827362]]",25.44031
172,山寺看櫻桃花題僧壁,樱桃花,唐,楚寺春风腊尽时， 含桃先拆一千枝。 老僧不语傍边坐， 花发人来总不知。,花、语、桃、楚、僧,花 语 桃 楚 僧 傍 春 枝 人 边,"[[""花"", 0.06666549295186996], [""语"", 0.06477364152669907], [""桃"", 0.0626886859536171], [""楚"", 0.062424443662166595], [""僧"", 0.05840911343693733], [""傍"", 0.05204066261649132], [""春"", 0.04728182032704353], [""枝"", 0.04585191234946251], [""人"", 0.04047159478068352], [""边"", 0.03787833824753761]]",25.552961
173,题樱桃,樱桃花,唐,春初携酒此花间， 几度临风倒玉山。 今日叶深黄满树， 再来惆帐不能攀。,山、黄、帐、叶、玉,山 黄 帐 叶 玉 攀 春 风 花 树,"[[""山"", 0.12468434870243073], [""黄"", 0.09245290607213974], [""帐"", 0.0900731012225151], [""叶"", 0.08815053105354309], [""玉"", 0.07618499547243118], [""攀"", 0.0461561344563961], [""春"", 0.045169636607170105], [""风"", 0.043494801968336105], [""花"", 0.03840687870979309], [""树"", 0.030593371018767357]]",25.48575
174,樱桃树,樱桃花,唐,记得花开雪满枝， 和蜂和蝶带花移。 如今花落游蜂去， 空作主人惆帐诗。,蜂、蝶、枝、落、帐,蜂 蝶 枝 落 帐 和 花 雪 主 人,"[[""蜂"", 0.1151915192604065], [""蝶"", 0.0976695716381073], [""枝"", 0.08595626056194305], [""落"", 0.05630689114332199], [""帐"", 0.04331532120704651], [""和"", 0.03694715350866318], [""花"", 0.0360434465110302], [""雪"", 0.034268252551555634], [""主"", 0.03337165713310242], [""人"", 0.03321606665849686]]",25.477497
175,买带花樱桃,樱桃花,唐,粉红轻浅倩妆新， 和露和烟别近邻。 万一有情兼有恨， 一年荣落两家春。,烟、春、露、邻、落,烟 春 露 邻 落 红 荣 家 粉 轻,"[[""烟"", 0.19261878728866577], [""春"", 0.0610547699034214], [""露"", 0.05869576334953308], [""邻"", 0.05318175256252289], [""落"", 0.049793120473623276], [""红"", 0.04034013673663139], [""荣"", 0.03687252104282379], [""家"", 0.034761711955070496], [""粉"", 0.03110005520284176], [""轻"", 0.030977098271250725]]",25.508863
176,樱桃花,樱桃花,宋,借暖冲寒不用媒， 匀朱匀粉最先来。 玉梅一见怜痴小， 教向旁边自在开。,梅、玉、朱、痴、边,梅 玉 朱 痴 边 粉 寒 暖 匀 旁,"[[""梅"", 0.08248032629489899], [""玉"", 0.08090640604496002], [""朱"", 0.06667573750019073], [""痴"", 0.0535912811756134], [""边"", 0.05282708629965782], [""粉"", 0.048440128564834595], [""寒"", 0.04149062559008598], [""暖"", 0.03353108838200569], [""匀"", 0.03323119878768921], [""旁"", 0.03225298598408699]]",25.531858
177,樱桃花,樱桃花,元,浅浅花开料峭风， 苦无妖色画难工。 十分不肯精神露， 留与他时著子红。,露、花、红、精、子,露 花 红 精 子 色 风 浅 工 神,"[[""露"", 0.09343850612640381], [""花"", 0.08255002647638321], [""红"", 0.06639645993709564], [""精"", 0.05180772766470909], [""子"", 0.039690352976322174], [""色"", 0.0382482074201107], [""风"", 0.034718967974185944], [""浅"", 0.032089103013277054], [""工"", 0.026558371260762215], [""神"", 0.026091570034623146]]",25.567383
178,红窗睡,樱桃花,清,一树垂垂摇绣幌。光映得，小楼都绛。无风谁触花枝响？堕繁红两两。 细雨似闻莺细讲：,幌、莺、响、香、雨,幌 莺 响 香 雨 阶 绛 绣 谁 唇,"[[""幌"", 0.05510488152503967], [""莺"", 0.049494724720716476], [""响"", 0.03963716700673103], [""香"", 0.03815236687660217], [""雨"", 0.037938620895147324], [""阶"", 0.03138117864727974], [""绛"", 0.023562058806419373], [""绣"", 0.02226920612156391], [""谁"", 0.02156861126422882], [""唇"", 0.019560690969228745]]",25.597179
179,折海棠戏赠圣俞,海棠,宋,摇摇墙头花， 笑笑弄颜色。 荒凉众草间， 露此红的蛛。 草木本无情， 及时如自得,陵、花、墙、露、摇,陵 花 墙 露 摇 笑 浪 哦 蛛 红,"[[""陵"", 0.05049638822674751], [""花"", 0.04269890859723091], [""墙"", 0.03367064148187637], [""露"", 0.027570217847824097], [""摇"", 0.022549860179424286], [""笑"", 0.018763842061161995], [""浪"", 0.01875172182917595], [""哦"", 0.018618060275912285], [""蛛"", 0.017785780131816864], [""红"", 0.01686183549463749]]",25.432589
180,张园观海棠,海棠,宋,朝阳照城楼， 春容极明媚。 走马蜀锦园， 名花动人意。 严妆汉宫晓， 一笑初破睡,花、泪、阳、城、方,花 泪 阳 城 方 名 园 雨 廉 锦,"[[""花"", 0.07392631471157074], [""泪"", 0.04633746296167374], [""阳"", 0.033704694360494614], [""城"", 0.032284390181303024], [""方"", 0.03034505993127823], [""名"", 0.024776918813586235], [""园"", 0.024156570434570312], [""雨"", 0.021587569266557693], [""廉"", 0.02116493135690689], [""锦"", 0.020706675946712494]]",25.571266
181,寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也,海棠,宋,江城地瘴蕃草木， 只有名花苦幽独。 嫣然一笑竹篱间， 桃李漫山总粗俗。 也知造物,翠、泪、城、盘、李,翠 泪 城 盘 李 江 晕 花 门 林,"[[""翠"", 0.03938740864396095], [""泪"", 0.03437327593564987], [""城"", 0.02924608252942562], [""盘"", 0.02071772888302803], [""李"", 0.01729336567223072], [""江"", 0.016942521557211876], [""晕"", 0.015892473980784416], [""花"", 0.012801251374185085], [""门"", 0.012726062908768654], [""林"", 0.01225410494953394]]",25.599285
182,张园海棠,海棠,宋,洛阳春信久不通， 姚魏开落尘沙中。 扬州千叶昔曾见， 已叹造化无余功。 、西来始,池、棠、沙、云、蜂,池 棠 沙 云 蜂 飞 台 州 叶 园,"[[""池"", 0.029246261343359947], [""棠"", 0.02413678914308548], [""沙"", 0.021997306495904922], [""云"", 0.021356338635087013], [""蜂"", 0.02081325091421604], [""飞"", 0.019502708688378334], [""台"", 0.018664725124835968], [""州"", 0.017949167639017105], [""叶"", 0.017877832055091858], [""园"", 0.015597480349242687]]",25.567228
183,海棠歌,海棠,宋,我初入蜀鬓未霜， 南充樊亭看海棠。 当时已谓目未睹， 岂知更有碧鸡坊。 碧鸡海棠,花、霜、雨、寒、棠,花 霜 雨 寒 棠 风 枝 碧 梦 海,"[[""花"", 0.03368675708770752], [""霜"", 0.03190844878554344], [""雨"", 0.031232262030243874], [""寒"", 0.02957308478653431], [""棠"", 0.02373763546347618], [""风"", 0.02243412286043167], [""枝"", 0.02093575708568096], [""碧"", 0.02006646804511547], [""梦"", 0.01819484494626522], [""海"", 0.018181465566158295]]",25.530521
184,游海棠西山示赵彦成,海棠,宋,·东风吹雨过溪门， 白白朱朱乱远村。 滩石已无回棹势， 岸枫犹出系船痕。 时平不,花、山、滩、棠、江,花 山 滩 棠 江 门 岗 村 溪 海,"[[""花"", 0.03151986747980118], [""山"", 0.025324974209070206], [""滩"", 0.023996254429221153], [""棠"", 0.023655874654650688], [""江"", 0.022216109558939934], [""门"", 0.022087126970291138], [""岗"", 0.021132679656147957], [""村"", 0.01951189897954464], [""溪"", 0.018735766410827637], [""海"", 0.017709260806441307]]",25.538517
185,海 棠,海棠,宋,朱栏明媚照横塘， 芳树交加枕短墙。 传得东君深意态， 染成西蜀好风光。 破红枝上,露、塘、翠、啼、墙,露 塘 翠 啼 墙 含 香 怨 横 风,"[[""露"", 0.07736058533191681], [""塘"", 0.04919334873557091], [""翠"", 0.03558685630559921], [""啼"", 0.0338832288980484], [""墙"", 0.03320998325943947], [""含"", 0.03290197253227234], [""香"", 0.029227709397673607], [""怨"", 0.027588937431573868], [""横"", 0.025538034737110138], [""风"", 0.022220438346266747]]",25.585783
186,陪粹翁举酒君子亭寧下海棠方开,海棠,宋,世故驱人殊未央， 即随地主借绳床。 春风浩浩吹游子， 暮雨霏霏湿海棠。 故国衣冠,帘、海、辉、棠、霏,帘 海 辉 棠 霏 花 叶 冠 礼 绳,"[[""帘"", 0.11884455382823944], [""海"", 0.09154410660266876], [""辉"", 0.06564585864543915], [""棠"", 0.05678002908825874], [""霏"", 0.04589022323489189], [""花"", 0.03985433652997017], [""叶"", 0.03374636918306351], [""冠"", 0.03195733577013016], [""礼"", 0.026036662980914116], [""绳"", 0.02251950278878212]]",25.544491
187,海棠,海棠,宋,幽姿淑态弄春晴， 梅借风流柳借轻。 种处静宜临野水， 开时长是近清明。 几经夜雨,帐、水、香、脂、风,帐 水 香 脂 风 雨 梅 含 姿 柳,"[[""帐"", 0.08179158717393875], [""水"", 0.0523679256439209], [""香"", 0.04227551072835922], [""脂"", 0.03921818733215332], [""风"", 0.0350070558488369], [""雨"", 0.03361772373318672], [""梅"", 0.03312762454152107], [""含"", 0.02983212284743786], [""姿"", 0.027298342436552048], [""柳"", 0.02544044330716133]]",25.415363
188,夜宴赏海棠醉书,海棠,宋,便便痴腹本来宽， 不是天涯强作欢。 燕子归来新社雨， 海棠开后却春寒。 醉夸落纸,寒、海、泪、歌、棠,寒 海 泪 歌 棠 盘 社 锦 蜡 痴,"[[""寒"", 0.08290567249059677], [""海"", 0.07149095088243484], [""泪"", 0.061142612248659134], [""歌"", 0.04811960086226463], [""棠"", 0.03317346051335335], [""盘"", 0.028448840603232384], [""社"", 0.02767990343272686], [""锦"", 0.026188982650637627], [""蜡"", 0.025978656485676765], [""痴"", 0.024322817102074623]]",25.568497
189,怀成都海棠,海棠,宋,碧鸡坊里海棠时， 弥月兼旬醉不知。 马上难寻前梦境， 樽前谁记旧歌辞。 目穷落日,光、枝、烟、棠、鬓,光 枝 烟 棠 鬓 碧 榻 梦 月 嶂,"[[""光"", 0.07173822820186615], [""枝"", 0.06507483124732971], [""烟"", 0.053308673202991486], [""棠"", 0.046588487923145294], [""鬓"", 0.038340166211128235], [""碧"", 0.03598335012793541], [""榻"", 0.03387170284986496], [""梦"", 0.03185122460126877], [""月"", 0.030032407492399216], [""嶂"", 0.02717442438006401]]",25.630131
