ID,诗名,作者,朝代,花名,月份,text,正文_preview,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths,l1_polarity,l1_polarity_zh,l2_c2,l2_c2_zh,l3_c3,l3_c3_zh,prob_l1_negative,prob_l1_implicit_negative,prob_l1_neutral,prob_l1_implicit_positive,prob_l1_positive
410,明上人画兰图,王冕,元,兰花,三月,"吴兴二赵俱已矣， 雪窗因以专其美。
不须百亩树芳菲， 霜毫扫动光风起。
大花哆唇如笑人， 小花敛眉如羞春。
翠影飘飘舞轻浪， 正色不染湘江尘。
湘江雨冷暮烟寂， 欲问三间杳无迹。
汽慷不忍读离骚， 目极飞云楚天碧。",吴兴二赵俱已矣， 雪窗因以专其美。 不须百亩树芳菲， 霜毫扫动光风起。 大花哆唇,花、唇、雪、霜、雨,花 唇 雪 霜 雨 翠 忍 湘 冷 窗,"[[""花"", 0.04568389058113098], [""唇"", 0.028548408299684525], [""雪"", 0.023815607652068138], [""霜"", 0.023572450503706932], [""雨"", 0.02340366318821907], [""翠"", 0.021540191024541855], [""忍"", 0.01840369589626789], [""湘"", 0.017400721088051796], [""冷"", 0.01680579036474228], [""窗"", 0.016768163070082664]]",25.510084,15,渔父|花|假山|冬夜|天|尘|旱|春|江行|瀑布泉|烟|莲花|落叶|蒲|踏青,湘江|花|不染|光风|天|尘|春|烟|翠影|芳菲|轻浪|雨冷|雪窗|飘飘舞|飞云,渔父:2|花:2|冬夜:1|踏青:1|旱:1|假山:1|落叶:1|江行:1|莲花:1|蒲:1|瀑布泉:1|春:1|尘:1|烟:1|天:1,卷二/人品类/渔父|卷四/百花类/花|卷一/地舆类/假山|卷一/时令类/冬夜|卷一/天文类/天|卷一/地舆类/尘|卷一/天文类/旱|卷一/时令类/春|卷三/游眺类/江行|卷一/地舆类/瀑布泉|卷一/天文类/烟|卷四/百花类/莲花|卷四/竹木类/落叶|卷三/百草类/蒲|卷三/游眺类/踏青,Implicit Positive,隐性积极,positive,积极,like,喜爱欣赏,0.012912645,0.02630363,0.11919449,0.5641643,0.27742496
411,幽 兰,崔涂,唐,兰花,三月,"幽植众宁知？ 芬芳只暗持。自无君子佩， 未是国香衰。白露沾长早， 春风到每迟。不如当路草， 芬馥欲何为！
",幽植众宁知？ 芬芳只暗持。自无君子佩， 未是国香衰。白露沾长早， 春风到每迟。不,香、露、芬、馥、白,香 露 芬 馥 白 春 佩 国 子 沾,"[[""香"", 0.04270904138684273], [""露"", 0.03984777629375458], [""芬"", 0.03924163058400154], [""馥"", 0.03440030291676521], [""白"", 0.028709230944514275], [""春"", 0.02836862951517105], [""佩"", 0.02699184976518154], [""国"", 0.0251949280500412], [""子"", 0.024860987439751625], [""沾"", 0.024105533957481384]]",25.541859,7,蕙草|风|候|早春|春郊|白牡丹|草,君子|国香|当路|早春|白露|芬芳|芬馥|草|风,风:2|蕙草:2|白牡丹:1|春郊:1|早春:1|候:1|草:1,?/蕙草|卷一/天文类/风|?/候|卷一/时令类/早春|卷一/地舆类/春郊|卷四/百花类/白牡丹|卷三/百草类/草,Implicit Positive,隐性积极,positive,积极,faith,坚定信念,0.027680553,0.3202859,0.20647776,0.4034326,0.042123236
412,咏 兰,唐彦谦,唐,兰花,三月,"清风摇翠环， 凉露滴苍玉。
美人胡不纫？ 幽香蔼空谷。
",清风摇翠环， 凉露滴苍玉。 美人胡不纫？ 幽香蔼空谷。 ,翠、谷、风、空、环,翠 谷 风 空 环 清 摇 露 胡 幽,"[[""翠"", 0.12623673677444458], [""谷"", 0.07328341901302338], [""风"", 0.04451509565114975], [""空"", 0.043480150401592255], [""环"", 0.039467353373765945], [""清"", 0.03899402916431427], [""摇"", 0.030742738395929337], [""露"", 0.030202645808458328], [""胡"", 0.028929591178894043], [""幽"", 0.025539441034197807]]",25.524963,5,江湖|玉|秋|秋晴|美人,凉露|幽香|清风|玉|美人,秋晴:1|秋:1|美人:1|江湖:1|玉:1,?/江湖|卷三/珍宝类/玉|卷一/时令类/秋|卷一/天文类/秋晴|卷二/丽人类/美人,Positive,积极,positive,积极,praise,称颂赞美,0.010495256,0.011342526,0.05578366,0.41078845,0.5115901
413,兰 涧,朱熹,宋,兰花,三月,"光风浮碧涧， 杜兰日猗猗。
竟岁无人采， 含薰只自知。
",光风浮碧涧， 杜兰日猗猗。 竟岁无人采， 含薰只自知。 ,涧、风、碧、薰、光,涧 风 碧 薰 光 含 猗 兰 杜 人,"[[""涧"", 0.27937713265419006], [""风"", 0.07273080199956894], [""碧"", 0.06546095758676529], [""薰"", 0.05889979749917984], [""光"", 0.054551079869270325], [""含"", 0.048072513192892075], [""猗"", 0.04266343638300896], [""兰"", 0.039718709886074066], [""杜"", 0.032094556838274], [""人"", 0.0217715036123991]]",25.516172,4,日|旱|蔬|蕙草,光风|日|猗猗|碧涧,旱:1|蔬:1|蕙草:1|日:1,卷一/天文类/日|卷一/天文类/旱|卷四/蔬菜类/蔬|?/蕙草,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.044226598,0.36211193,0.25431332,0.23391706,0.105431125
414,春 兰,揭溪斯,元,兰花,三月,深谷暖云飞， 重岩花发时。非因樵采者， 那得外人知？,深谷暖云飞， 重岩花发时。非因樵采者， 那得外人知？,花、岩、谷、云、樵,花 岩 谷 云 樵 采 飞 深 人 那,"[[""花"", 0.16282598674297333], [""岩"", 0.13015566766262054], [""谷"", 0.0902671292424202], [""云"", 0.08280190825462341], [""樵"", 0.0688769668340683], [""采"", 0.04131239280104637], [""飞"", 0.040895976126194], [""深"", 0.03940141573548317], [""人"", 0.027866648510098457], [""那"", 0.025785593315958977]]",25.520105,3,云峰|秋风|花,云飞|花|重岩,秋风:1|云峰:1|花:1,卷一/天文类/云峰|卷一/天文类/秋风|卷四/百花类/花,Implicit Positive,隐性积极,positive,积极,joy,欢乐喜悦,0.033138763,0.08848751,0.37005204,0.43158922,0.076732494
415,咏 兰,余同麓,元,兰花,三月,"手培兰蕊两三栽， 日暖风和次第开。
坐久不知香在室， 推窗时有蝶飞来。",手培兰蕊两三栽， 日暖风和次第开。 坐久不知香在室， 推窗时有蝶飞来。,飞、窗、蝶、室、蕊,飞 窗 蝶 室 蕊 香 栽 兰 和 风,"[[""飞"", 0.11379972845315933], [""窗"", 0.10441118478775024], [""蝶"", 0.09577476978302002], [""室"", 0.07568054646253586], [""蕊"", 0.05329624563455582], [""香"", 0.049000706523656845], [""栽"", 0.043952688574790955], [""兰"", 0.043268729001283646], [""和"", 0.030854567885398865], [""风"", 0.029231656342744827]]",25.445,6,春|春日|珍珠花|翡翠|访友|香,两三|坐久|日暖|次第开|蝶飞|风和|香,春:2|翡翠:1|珍珠花:1|访友:1|春日:1|香:1,卷一/时令类/春|?/春日|卷四/百花类/珍珠花|卷四/飞禽类/翡翠|卷二/师友类/访友|卷三/器用类下/香,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.008436167,0.044787534,0.3159769,0.60092324,0.02987618
416,咏幽兰,玄烨,清,兰花,三月,"婀娜花姿碧叶长， 风来难隐谷中香。
不因纫取堪为佩， 纵使无人亦自芳。",婀娜花姿碧叶长， 风来难隐谷中香。 不因纫取堪为佩， 纵使无人亦自芳。,姿、佩、花、碧、叶,姿 佩 花 碧 叶 谷 风 香 芳 人,"[[""姿"", 0.14377596974372864], [""佩"", 0.09216063469648361], [""花"", 0.08737438917160034], [""碧"", 0.054689887911081314], [""叶"", 0.048723991960287094], [""谷"", 0.04512938857078552], [""风"", 0.043412648141384125], [""香"", 0.03897836431860924], [""芳"", 0.036038920283317566], [""人"", 0.03450797125697136]]",25.588083,6,上巳|花|蒲|蕙草|谢惠扇|香,叶长|堪为佩|花|谷中|风来|香,蒲:1|谢惠扇:1|上巳:1|蕙草:1|花:1|香:1,卷一/节序类/上巳|卷四/百花类/花|卷三/百草类/蒲|?/蕙草|卷三/谢惠类/谢惠扇|卷三/器用类下/香,Implicit Negative,隐性消极,neg_anger,负向-愤懑,vexed,烦恼苦闷,0.013878619,0.3634788,0.33838296,0.27194023,0.012319417
417,破盆兰花,郑燮,清,兰花,三月,"春风春雨洗妙颜， 一辞琼岛到人间。
而今究竟无知己， 打破乌盆更入山。",春风春雨洗妙颜， 一辞琼岛到人间。 而今究竟无知己， 打破乌盆更入山。,盆、山、雨、竟、春,盆 山 雨 竟 春 乌 岛 洗 琼 间,"[[""盆"", 0.1469980925321579], [""山"", 0.09092195332050323], [""雨"", 0.07442613691091537], [""竟"", 0.04340796917676926], [""春"", 0.04332975670695305], [""乌"", 0.04314339905977249], [""岛"", 0.04223869368433952], [""洗"", 0.03780241310596466], [""琼"", 0.03231334686279297], [""间"", 0.030186008661985397]]",25.500694,3,山|春雨|春风,山|春雨|春风,春风:1|春雨:1|山:1,卷一/地舆类/山|卷一/天文类/春雨|卷一/天文类/春风,Neutral,中性,,,,,0.007748646,0.048307005,0.48366943,0.41139233,0.048882652
418,折枝兰,郑燮,清,兰花,三月,"多画春风不值钱， 一枝青玉半枝妍。
山中旭日林中鸟， 衔出相思二月天。",多画春风不值钱， 一枝青玉半枝妍。 山中旭日林中鸟， 衔出相思二月天。,山、林、枝、天、旭,山 林 枝 天 旭 春 思 风 妍 玉,"[[""山"", 0.15647262334823608], [""林"", 0.09090178459882736], [""枝"", 0.07353266328573227], [""天"", 0.047924019396305084], [""旭"", 0.047890953719615936], [""春"", 0.04697135463356972], [""思"", 0.04316851869225502], [""风"", 0.04129917919635773], [""妍"", 0.03742367774248123], [""玉"", 0.03695479407906532]]",25.574059,10,怀友|日|春风|玉|画|画花|石碁盘|社日|钱|鸜鹆,一枝|二月天|山中|日|春风|林中|玉|画|相思|钱,春风:1|画花:1|石碁盘:1|鸜鹆:1|怀友:1|社日:1|画:1|钱:1|玉:1|日:1,卷二/师友类/怀友|卷一/天文类/日|卷一/天文类/春风|卷三/珍宝类/玉|卷三/书画类/画|卷三/书画类/画花|?/石碁盘|?/社日|卷三/珍宝类/钱|卷四/飞禽类/鸜鹆,Implicit Positive,隐性积极,positive,积极,joy,欢乐喜悦,0.0118810525,0.06221317,0.14048417,0.5619929,0.22342877
419,题画兰,郑燮,清,兰花,三月,"身在千山顶上头， 突岩深缝妙香稠。
非无脚下浮云闹， 来不相知去不留。",身在千山顶上头， 突岩深缝妙香稠。 非无脚下浮云闹， 来不相知去不留。,突、稠、缝、浮、香,突 稠 缝 浮 香 山 云 顶 岩 妙,"[[""突"", 0.09276469051837921], [""稠"", 0.08116847276687622], [""缝"", 0.0757216140627861], [""浮"", 0.05732196941971779], [""香"", 0.04842972010374069], [""山"", 0.04662353917956352], [""云"", 0.04601207375526428], [""顶"", 0.04223080351948738], [""岩"", 0.0392889678478241], [""妙"", 0.03900209441781044]]",25.578085,3,亭|珍珠花|秋望,千山|妙香|浮云,秋望:1|珍珠花:1|亭:1,卷二/宫室类/亭|卷四/百花类/珍珠花|卷三/游眺类/秋望,Neutral,中性,,,,,0.0061741914,0.040110204,0.6230446,0.28733772,0.043333255
42,赠范蔚宗,陆凯,南朝宋,梅花,正月,"折梅逢驿使， 寄与陇头人。
江南无所有， 聊贈一枝春。",折梅逢驿使， 寄与陇头人。 江南无所有， 聊贈一枝春。,江、春、梅、枝、陇,江 春 梅 枝 陇 寄 南 驿 折 头,"[[""江"", 0.10307561606168747], [""春"", 0.07675956934690475], [""梅"", 0.07460637390613556], [""枝"", 0.06946001946926117], [""陇"", 0.055292148143053055], [""寄"", 0.04548613727092743], [""南"", 0.03197822347283363], [""驿"", 0.021121220663189888], [""折"", 0.01944016106426716], [""头"", 0.018072696402668953]]",25.593185,3,谢惠梅|红梅|馆驿,一枝春|江南|陇头|驿使,谢惠梅:2|馆驿:1|红梅:1,卷三/谢惠类/谢惠梅|卷四/百花类/红梅|卷二/宫室类/馆驿,Neutral,中性,,,,,0.018973367,0.32545382,0.39093632,0.24668334,0.01795319
420,画 兰,张问陶,清,兰花,三月,"偶检离骚写数行， 便思乘兴画瀟湘。
可怜百种沿江草， 不及幽兰一箭香。",偶检离骚写数行， 便思乘兴画瀟湘。 可怜百种沿江草， 不及幽兰一箭香。,兰、香、草、箭、江,兰 香 草 箭 江 百 骚 湘 兴 检,"[[""兰"", 0.09275519102811813], [""香"", 0.09187812358140945], [""草"", 0.061633992940187454], [""箭"", 0.05690915510058403], [""江"", 0.03947990760207176], [""百"", 0.035595785826444626], [""骚"", 0.033812619745731354], [""湘"", 0.03227177634835243], [""兴"", 0.031115321442484856], [""检"", 0.030053086578845978]]",25.517338,6,冬雨|江|画|舟|草|香,乘兴|幽兰|江|画|草|香,舟:1|冬雨:1|画:1|江:1|草:1|香:1,卷一/天文类/冬雨|卷一/地舆类/江|卷三/书画类/画|卷三/器用类上/舟|卷三/百草类/草|卷三/器用类下/香,Neutral,中性,,,,,0.015250578,0.28923905,0.56112,0.12764998,0.006740465
421,兰 花,秋瑾,清,兰花,三月,"九豌齐栽品独优， 最宜簪助美人头。
一从夫子临轩顾， 羞伍凡葩斗艳俦。",九豌齐栽品独优， 最宜簪助美人头。 一从夫子临轩顾， 羞伍凡葩斗艳俦。,头、豌、轩、九、临,头 豌 轩 九 临 栽 簪 子 一 斗,"[[""头"", 0.06183671951293945], [""豌"", 0.061010513454675674], [""轩"", 0.05353330820798874], [""九"", 0.04993509501218796], [""临"", 0.044567856937646866], [""栽"", 0.039895154535770416], [""簪"", 0.03976266086101532], [""子"", 0.03329768404364586], [""一"", 0.033078331500291824], [""斗"", 0.029044069349765778]]",25.513731,1,美人,美人,美人:1,卷二/丽人类/美人,Positive,积极,positive,积极,like,喜爱欣赏,0.0066432487,0.0031767744,0.012048406,0.12704645,0.8510851
422,蕙兰芳引,陈维崧,清,兰花,三月,"溪店寺桥，映一带，铜峰峨簇。有黛叶离披，露萼 烟条齐轟。参差鹿砦，日给与、幽芳千斛。似佳人 绝代，零落今依草木。 数朵微含，一枝乍秀， 淡淡如菊。笑稂李夭桃，只解寻常妆東。无言一笑， 嫣然空谷。想来时，无数裙腰都绿。
",溪店寺桥，映一带，铜峰峨簇。有黛叶离披，露萼 烟条齐轟。参差鹿砦，日给与、幽芳千,烟、峰、裙、砦、腰,烟 峰 裙 砦 腰 露 萼 草 叶 黛,"[[""烟"", 0.048437681049108505], [""峰"", 0.04346310347318649], [""裙"", 0.026297451928257942], [""砦"", 0.026076938956975937], [""腰"", 0.02574239857494831], [""露"", 0.02462642267346382], [""萼"", 0.023375388234853745], [""草"", 0.019537921994924545], [""叶"", 0.019142387434840202], [""黛"", 0.016886169090867043]]",25.621458,18,美人|亡|俳优|密笼|带|帷幙|慵粧|斛|日|木|桥|槐|残月|溪|画花|芙蓉|阁|鹿,一枝|一笑|佳人|依草|参差|带|数朵|斛|无言|日|木|桥|淡淡|溪|烟条|绝代|零落|露萼|鹿,美人:2|芙蓉:1|槐:1|密笼:1|帷幙:1|亡:1|阁:1|俳优:1|画花:1|残月:1|慵粧:1|溪:1|桥:1|带:1|鹿:1|日:1|斛:1|木:1,卷二/丽人类/美人|?/亡|卷二/人品类/俳优|?/密笼|卷三/服饰类/带|卷三/服饰类/帷幙|卷二/丽人类/慵粧|?/斛|卷一/天文类/日|卷四/竹木类/木|卷一/地舆类/桥|卷四/树木类/槐|卷一/天文类/残月|卷一/地舆类/溪|卷三/书画类/画花|?/芙蓉|卷二/宫室类/阁|卷四/走兽类/鹿,Neutral,中性,,,,,0.009400845,0.271338,0.46154687,0.23875877,0.018955516
423,看美人摘蔷薇,刘缓,南朝梁,蔷薇,三月,"新花临曲池， 佳丽复相随。
鲜红同映水， 轻香共逐吹。
绕架寻多处， 窥丛见好枝。
矜新犹恨少， 将故复嫌萎。
钗边烂熳插， 无处不相宜。",新花临曲池， 佳丽复相随。 鲜红同映水， 轻香共逐吹。 绕架寻多处， 窥丛见好枝,香、池、故、水、钗,香 池 故 水 钗 花 恨 枝 新 红,"[[""香"", 0.05780654773116112], [""池"", 0.02941848337650299], [""故"", 0.027810998260974884], [""水"", 0.025254394859075546], [""钗"", 0.025078903883695602], [""花"", 0.023081576451659203], [""恨"", 0.022405020892620087], [""枝"", 0.022325333207845688], [""新"", 0.020957721397280693], [""红"", 0.020836738869547844]]",25.478386,6,蔷薇|新月|池|红葵|花|香,映水|池|烂熳|窥丛|绕架|花|香,蔷薇:2|新月:1|红葵:1|花:1|池:1|香:1,?/蔷薇|卷一/天文类/新月|卷一/地舆类/池|卷四/百花类/红葵|卷四/百花类/花|卷三/器用类下/香,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.018234719,0.07851003,0.11352469,0.7125975,0.07713304
424,蔷薇洞,顾璘,明,蔷薇,三月,"百丈蔷薇枝， 缭绕成洞房。
密叶翠帷重， 浓花红锦张。
对著玉局棋， 遣此朱夏长。
香云落衣袂， 一月留余芳。",百丈蔷薇枝， 缭绕成洞房。 密叶翠帷重， 浓花红锦张。 对著玉局棋， 遣此朱夏长,薇、棋、叶、局、云,薇 棋 叶 局 云 翠 花 丈 帷 香,"[[""薇"", 0.07592356950044632], [""棋"", 0.054954055696725845], [""叶"", 0.049401331692934036], [""局"", 0.04940119385719299], [""云"", 0.04490889981389046], [""翠"", 0.042588505893945694], [""花"", 0.040396906435489655], [""丈"", 0.03666934370994568], [""帷"", 0.03524043411016464], [""香"", 0.03160431608557701]]",25.536549,11,霞|嘉禾|月桂|松|柳花|烛|玉|画花|萤|蔷薇|重九,一月|密叶|朱夏|洞房|浓花|玉|百丈|红锦|缭绕|蔷薇|衣袂|香云,霞:2|松:1|蔷薇:1|烛:1|月桂:1|画花:1|柳花:1|嘉禾:1|重九:1|萤:1|玉:1,卷一/天文类/霞|卷四/百谷类/嘉禾|卷一/天文类/月桂|卷四/树木类/松|卷四/百花类/柳花|卷三/器用类下/烛|卷三/珍宝类/玉|卷三/书画类/画花|卷四/昆虫类/萤|?/蔷薇|卷一/节序类/重九,Implicit Positive,隐性积极,positive,积极,joy,欢乐喜悦,0.006826195,0.013753341,0.050396156,0.46663418,0.46239007
425,蔷薇歌,储光羲,唐,蔷薇,三月,"袅裊长数寻， 青青不作林。
一茎独秀当庭心， 数枝分作满庭阴。
春日迟迟欲将半， 庭影离离正堪玩。
枝上娇莺不畏人， 叶底飞蛾自相乱。
秦家女儿爱芳菲， 画眉相伴采葳蕤。
高处红须欲就手， 低边绿刺已牵衣。
葡萄架上朝光满， 杨柳园中暝鸟飞。
连袂踏歌从此去， 风吹香气逐人归。",袅裊长数寻， 青青不作林。 一茎独秀当庭心， 数枝分作满庭阴。 春日迟迟欲将半，,萄、香、叶、畏、蕤,萄 香 叶 畏 蕤 葡 枝 绿 庭 数,"[[""萄"", 0.029832186177372932], [""香"", 0.028743034228682518], [""叶"", 0.024749061092734337], [""畏"", 0.024050720036029816], [""蕤"", 0.01870471052825451], [""葡"", 0.01830274611711502], [""枝"", 0.018185002729296684], [""绿"", 0.01689295470714569], [""庭"", 0.01593364216387272], [""数"", 0.015368734486401081]]",25.429079,21,春日|上元|园|尘|松风|柿子|桂花|残菊|沙|紫薇花|芙蓉|苔|药园|莺|葡萄|蔷薇|赠内|踏青|送别|黄葵|鼓,一茎独秀|叶底|园中|影离离|数枝|春日|杨柳|枝上|架上|满庭|牵衣|画眉|芳菲|莺|葡萄|葳蕤|踏歌|迟迟|逐人|青青|风吹|香气,春日:2|黄葵:1|蔷薇:1|残菊:1|苔:1|松风:1|柿子:1|桂花:1|踏青:1|赠内:1|紫薇花:1|送别:1|葡萄:1|鼓:1|园:1|芙蓉:1|上元:1|沙:1|药园:1|尘:1|莺:1,?/春日|卷一/节序类/上元|卷一/地舆类/园|卷一/地舆类/尘|卷一/天文类/松风|卷四/百果类/柿子|卷四/百花类/桂花|卷四/百花类/残菊|卷一/地舆类/沙|卷四/百花类/紫薇花|?/芙蓉|卷三/百草类/苔|卷一/地舆类/药园|卷四/飞禽类/莺|卷四/百果类/葡萄|?/蔷薇|卷二/人伦类/赠内|卷三/游眺类/踏青|卷三/祖饯类/送别|卷四/百花类/黄葵|卷三/音乐类/鼓,Positive,积极,positive,积极,praise,称颂赞美,0.012551778,0.029215518,0.04628395,0.38814417,0.52380466
426,蔷薇正开，春酒初熟，因招刘十九张大夫崔二十四同饮,白居易,唐,蔷薇,三月,瓮头竹叶经春熟， 阶底蔷薇入夏开。似火浅深红压架， 如汤气味绿粘台。试将诗句相招去， 倘有风情或可来？明日早花应更好， 心期同醉卯时杯。,瓮头竹叶经春熟， 阶底蔷薇入夏开。似火浅深红压架， 如汤气味绿粘台。试将诗句相招,台、花、蔷、风、阶,台 花 蔷 风 阶 叶 心 夏 红 竹,"[[""台"", 0.0568380206823349], [""花"", 0.05470430850982666], [""蔷"", 0.04161103442311287], [""风"", 0.03461587056517601], [""阶"", 0.03431853652000427], [""叶"", 0.03123272955417633], [""心"", 0.027168042957782745], [""夏"", 0.02330050617456436], [""红"", 0.02320670522749424], [""竹"", 0.02248208224773407]]",25.531166,11,台|合药|园亭|夏|日|春望|春色|石|花|蔷薇|蝶,似火|台|夏|日|有风|浅深红|竹叶|经春|花|蔷薇|诗句,合药:1|蝶:1|蔷薇:1|石:1|春色:1|春望:1|园亭:1|夏:1|台:1|日:1|花:1,卷二/宫室类/台|卷二/人品类/合药|卷二/宫室类/园亭|卷一/时令类/夏|卷一/天文类/日|卷三/游眺类/春望|卷一/时令类/春色|卷一/地舆类/石|卷四/百花类/花|?/蔷薇|卷四/昆虫类/蝶,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.0024028101,0.023109684,0.09784859,0.824577,0.052061986
