词,C3,C3_zh,C2,C1,source
礼赞,praise,称颂赞美,favour,positive,FCCPSL
厚重,praise,称颂赞美,favour,positive,FCCPSL
奋勇,praise,称颂赞美,favour,positive,FCCPSL
大同,praise,称颂赞美,favour,positive,FCCPSL
真率,praise,称颂赞美,favour,positive,FCCPSL
致意,praise,称颂赞美,favour,positive,FCCPSL
魔力,praise,称颂赞美,favour,positive,FCCPSL
征妇,praise,称颂赞美,favour,positive,FCCPSL
延揽,praise,称颂赞美,favour,positive,FCCPSL
切近,praise,称颂赞美,favour,positive,FCCPSL
风雅,praise,称颂赞美,favour,positive,FCCPSL
井然,praise,称颂赞美,favour,positive,FCCPSL
历历,praise,称颂赞美,favour,positive,FCCPSL
奇崛,praise,称颂赞美,favour,positive,FCCPSL
擅名,praise,称颂赞美,favour,positive,FCCPSL
巨人,praise,称颂赞美,favour,positive,FCCPSL
遵守,praise,称颂赞美,favour,positive,FCCPSL
规则,praise,称颂赞美,favour,positive,FCCPSL
灵动,praise,称颂赞美,favour,positive,FCCPSL
碧澄,praise,称颂赞美,favour,positive,FCCPSL
绝调,praise,称颂赞美,favour,positive,FCCPSL
完备,praise,称颂赞美,favour,positive,FCCPSL
青史,praise,称颂赞美,favour,positive,FCCPSL
亲政,praise,称颂赞美,favour,positive,FCCPSL
明决,praise,称颂赞美,favour,positive,FCCPSL
要害,praise,称颂赞美,favour,positive,FCCPSL
防止,praise,称颂赞美,favour,positive,FCCPSL
刻苦,praise,称颂赞美,favour,positive,FCCPSL
肝胆,praise,称颂赞美,favour,positive,FCCPSL
豪举,praise,称颂赞美,favour,positive,FCCPSL
义胆,praise,称颂赞美,favour,positive,FCCPSL
排难,praise,称颂赞美,favour,positive,FCCPSL
刚强,praise,称颂赞美,favour,positive,FCCPSL
豪宕,praise,称颂赞美,favour,positive,FCCPSL
铮铮,praise,称颂赞美,favour,positive,FCCPSL
独行,praise,称颂赞美,favour,positive,FCCPSL
淳古,praise,称颂赞美,favour,positive,FCCPSL
才望,praise,称颂赞美,favour,positive,FCCPSL
酬唱,praise,称颂赞美,favour,positive,FCCPSL
英名,praise,称颂赞美,favour,positive,FCCPSL
拯救,praise,称颂赞美,favour,positive,FCCPSL
才略,praise,称颂赞美,favour,positive,FCCPSL
声望,praise,称颂赞美,favour,positive,FCCPSL
超拔,praise,称颂赞美,favour,positive,FCCPSL
超前,praise,称颂赞美,favour,positive,FCCPSL
至诚,praise,称颂赞美,favour,positive,FCCPSL
济济,praise,称颂赞美,favour,positive,FCCPSL
空前,praise,称颂赞美,favour,positive,FCCPSL
沉雄,praise,称颂赞美,favour,positive,FCCPSL
扶持,praise,称颂赞美,favour,positive,FCCPSL
实绩,praise,称颂赞美,favour,positive,FCCPSL
莽苍,praise,称颂赞美,favour,positive,FCCPSL
宝刀,praise,称颂赞美,favour,positive,FCCPSL
跻身,praise,称颂赞美,favour,positive,FCCPSL
前卫,praise,称颂赞美,favour,positive,FCCPSL
称号,praise,称颂赞美,favour,positive,FCCPSL
问世,praise,称颂赞美,favour,positive,FCCPSL
平列,praise,称颂赞美,favour,positive,FCCPSL
身手,praise,称颂赞美,favour,positive,FCCPSL
忠勇,praise,称颂赞美,favour,positive,FCCPSL
义烈,praise,称颂赞美,favour,positive,FCCPSL
大雄,praise,称颂赞美,favour,positive,FCCPSL
一律,praise,称颂赞美,favour,positive,FCCPSL
齐备,praise,称颂赞美,favour,positive,FCCPSL
雄武,praise,称颂赞美,favour,positive,FCCPSL
豪语,praise,称颂赞美,favour,positive,FCCPSL
上报,praise,称颂赞美,favour,positive,FCCPSL
一心,praise,称颂赞美,favour,positive,FCCPSL
友军,praise,称颂赞美,favour,positive,FCCPSL
秩序,praise,称颂赞美,favour,positive,FCCPSL
回天,praise,称颂赞美,favour,positive,FCCPSL
效仿,praise,称颂赞美,favour,positive,FCCPSL
名手,praise,称颂赞美,favour,positive,FCCPSL
美谈,praise,称颂赞美,favour,positive,FCCPSL
放达,praise,称颂赞美,favour,positive,FCCPSL
良友,praise,称颂赞美,favour,positive,FCCPSL
用心,praise,称颂赞美,favour,positive,FCCPSL
兵权,praise,称颂赞美,favour,positive,FCCPSL
馈赠,praise,称颂赞美,favour,positive,FCCPSL
看望,praise,称颂赞美,favour,positive,FCCPSL
自主,praise,称颂赞美,favour,positive,FCCPSL
浑朴,praise,称颂赞美,favour,positive,FCCPSL
坦诚,praise,称颂赞美,favour,positive,FCCPSL
滋补,praise,称颂赞美,favour,positive,FCCPSL
齐名,praise,称颂赞美,favour,positive,FCCPSL
熏陶,praise,称颂赞美,favour,positive,FCCPSL
勇悍,praise,称颂赞美,favour,positive,FCCPSL
粗放,praise,称颂赞美,favour,positive,FCCPSL
闲庭,praise,称颂赞美,favour,positive,FCCPSL
雅趣,praise,称颂赞美,favour,positive,FCCPSL
慧心,praise,称颂赞美,favour,positive,FCCPSL
坚守,praise,称颂赞美,favour,positive,FCCPSL
主力,praise,称颂赞美,favour,positive,FCCPSL
韧性,praise,称颂赞美,favour,positive,FCCPSL
毅力,praise,称颂赞美,favour,positive,FCCPSL
全力,praise,称颂赞美,favour,positive,FCCPSL
远谋,praise,称颂赞美,favour,positive,FCCPSL
忠信,praise,称颂赞美,favour,positive,FCCPSL
殉国,praise,称颂赞美,favour,positive,FCCPSL
振兴,praise,称颂赞美,favour,positive,FCCPSL
亲笔,praise,称颂赞美,favour,positive,FCCPSL
优质,praise,称颂赞美,favour,positive,FCCPSL
讲求,praise,称颂赞美,favour,positive,FCCPSL
狠抓,praise,称颂赞美,favour,positive,FCCPSL
训练,praise,称颂赞美,favour,positive,FCCPSL
在握,praise,称颂赞美,favour,positive,FCCPSL
打下,praise,称颂赞美,favour,positive,FCCPSL
馥郁,praise,称颂赞美,favour,positive,FCCPSL
无欲,praise,称颂赞美,favour,positive,FCCPSL
苦修,praise,称颂赞美,favour,positive,FCCPSL
惠风,praise,称颂赞美,favour,positive,FCCPSL
和畅,praise,称颂赞美,favour,positive,FCCPSL
光华,praise,称颂赞美,favour,positive,FCCPSL
颂歌,praise,称颂赞美,favour,positive,FCCPSL
晖映,praise,称颂赞美,favour,positive,FCCPSL
适用,praise,称颂赞美,favour,positive,FCCPSL
清甜,praise,称颂赞美,favour,positive,FCCPSL
熟练,praise,称颂赞美,favour,positive,FCCPSL
改革,praise,称颂赞美,favour,positive,FCCPSL
时尚,praise,称颂赞美,favour,positive,FCCPSL
体贴,praise,称颂赞美,favour,positive,FCCPSL
岳父,praise,称颂赞美,favour,positive,FCCPSL
登门,praise,称颂赞美,favour,positive,FCCPSL
不苟,praise,称颂赞美,favour,positive,FCCPSL
圆浑,praise,称颂赞美,favour,positive,FCCPSL
剀切,praise,称颂赞美,favour,positive,FCCPSL
显要,praise,称颂赞美,favour,positive,FCCPSL
谐美,praise,称颂赞美,favour,positive,FCCPSL
清趣,praise,称颂赞美,favour,positive,FCCPSL
护送,praise,称颂赞美,favour,positive,FCCPSL
严正,praise,称颂赞美,favour,positive,FCCPSL
酬对,praise,称颂赞美,favour,positive,FCCPSL
温婉,praise,称颂赞美,favour,positive,FCCPSL
开导,praise,称颂赞美,favour,positive,FCCPSL
清旷,praise,称颂赞美,favour,positive,FCCPSL
平旷,praise,称颂赞美,favour,positive,FCCPSL
出息,praise,称颂赞美,favour,positive,FCCPSL
弹性,praise,称颂赞美,favour,positive,FCCPSL
淳厚,praise,称颂赞美,favour,positive,FCCPSL
真朴,praise,称颂赞美,favour,positive,FCCPSL
廉正,praise,称颂赞美,favour,positive,FCCPSL
丰茂,praise,称颂赞美,favour,positive,FCCPSL
肥硕,praise,称颂赞美,favour,positive,FCCPSL
魄力,praise,称颂赞美,favour,positive,FCCPSL
雄强,praise,称颂赞美,favour,positive,FCCPSL
飞快,praise,称颂赞美,favour,positive,FCCPSL
攀摘,praise,称颂赞美,favour,positive,FCCPSL
精深,praise,称颂赞美,favour,positive,FCCPSL
恻隐,praise,称颂赞美,favour,positive,FCCPSL
新潮,praise,称颂赞美,favour,positive,FCCPSL
工力,praise,称颂赞美,favour,positive,FCCPSL
甘泉,praise,称颂赞美,favour,positive,FCCPSL
至高,praise,称颂赞美,favour,positive,FCCPSL
果敢,praise,称颂赞美,favour,positive,FCCPSL
威望,praise,称颂赞美,favour,positive,FCCPSL
灵光,praise,称颂赞美,favour,positive,FCCPSL
多闻,praise,称颂赞美,favour,positive,FCCPSL
称雄,praise,称颂赞美,favour,positive,FCCPSL
强化,praise,称颂赞美,favour,positive,FCCPSL
雄俊,praise,称颂赞美,favour,positive,FCCPSL
绝伦,praise,称颂赞美,favour,positive,FCCPSL
驾御,praise,称颂赞美,favour,positive,FCCPSL
荡荡,praise,称颂赞美,favour,positive,FCCPSL
清切,praise,称颂赞美,favour,positive,FCCPSL
宽敞,praise,称颂赞美,favour,positive,FCCPSL
指正,praise,称颂赞美,favour,positive,FCCPSL
遣怀,praise,称颂赞美,favour,positive,FCCPSL
心折,praise,称颂赞美,favour,positive,FCCPSL
自认,praise,称颂赞美,favour,positive,FCCPSL
分寸,praise,称颂赞美,favour,positive,FCCPSL
深悉,praise,称颂赞美,favour,positive,FCCPSL
条理,praise,称颂赞美,favour,positive,FCCPSL
拚命,praise,称颂赞美,favour,positive,FCCPSL
圆熟,praise,称颂赞美,favour,positive,FCCPSL
好手,praise,称颂赞美,favour,positive,FCCPSL
超卓,praise,称颂赞美,favour,positive,FCCPSL
貔虎,praise,称颂赞美,favour,positive,FCCPSL
良家,praise,称颂赞美,favour,positive,FCCPSL
懂事,praise,称颂赞美,favour,positive,FCCPSL
搀扶,praise,称颂赞美,favour,positive,FCCPSL
情义,praise,称颂赞美,favour,positive,FCCPSL
品节,praise,称颂赞美,favour,positive,FCCPSL
壮行,praise,称颂赞美,favour,positive,FCCPSL
弱冠,praise,称颂赞美,favour,positive,FCCPSL
雄肆,praise,称颂赞美,favour,positive,FCCPSL
贵客,praise,称颂赞美,favour,positive,FCCPSL
枉驾,praise,称颂赞美,favour,positive,FCCPSL
妙手,praise,称颂赞美,favour,positive,FCCPSL
海涵,praise,称颂赞美,favour,positive,FCCPSL
雅怀,praise,称颂赞美,favour,positive,FCCPSL
强将,praise,称颂赞美,favour,positive,FCCPSL
健全,praise,称颂赞美,favour,positive,FCCPSL
呼号,praise,称颂赞美,favour,positive,FCCPSL
外向,praise,称颂赞美,favour,positive,FCCPSL
内向,praise,称颂赞美,favour,positive,FCCPSL
鲜果,praise,称颂赞美,favour,positive,FCCPSL
颁赐,praise,称颂赞美,favour,positive,FCCPSL
省时,praise,称颂赞美,favour,positive,FCCPSL
友善,praise,称颂赞美,favour,positive,FCCPSL
识者,praise,称颂赞美,favour,positive,FCCPSL
殊绝,praise,称颂赞美,favour,positive,FCCPSL
悉心,praise,称颂赞美,favour,positive,FCCPSL
稳健,praise,称颂赞美,favour,positive,FCCPSL
高深,praise,称颂赞美,favour,positive,FCCPSL
引导,praise,称颂赞美,favour,positive,FCCPSL
大计,praise,称颂赞美,favour,positive,FCCPSL
诗圣,praise,称颂赞美,favour,positive,FCCPSL
根除,praise,称颂赞美,favour,positive,FCCPSL
发掘,praise,称颂赞美,favour,positive,FCCPSL
赞辞,praise,称颂赞美,favour,positive,FCCPSL
追赠,praise,称颂赞美,favour,positive,FCCPSL
厚恩,praise,称颂赞美,favour,positive,FCCPSL
天理,praise,称颂赞美,favour,positive,FCCPSL
大器,praise,称颂赞美,favour,positive,FCCPSL
煌煌,praise,称颂赞美,favour,positive,FCCPSL
款款,praise,称颂赞美,favour,positive,FCCPSL
好多,praise,称颂赞美,favour,positive,FCCPSL
救助,praise,称颂赞美,favour,positive,FCCPSL
晚节,praise,称颂赞美,favour,positive,FCCPSL
爱心,praise,称颂赞美,favour,positive,FCCPSL
夸赞,praise,称颂赞美,favour,positive,FCCPSL
斐然,praise,称颂赞美,favour,positive,FCCPSL
浅明,praise,称颂赞美,favour,positive,FCCPSL
熟识,praise,称颂赞美,favour,positive,FCCPSL
公道,praise,称颂赞美,favour,positive,FCCPSL
称叹,praise,称颂赞美,favour,positive,FCCPSL
喝彩,praise,称颂赞美,favour,positive,FCCPSL
激赏,praise,称颂赞美,favour,positive,FCCPSL
慕名,praise,称颂赞美,favour,positive,FCCPSL
谢意,praise,称颂赞美,favour,positive,FCCPSL
骎骎,praise,称颂赞美,favour,positive,FCCPSL
慧眼,praise,称颂赞美,favour,positive,FCCPSL
援助,praise,称颂赞美,favour,positive,FCCPSL
彪炳,praise,称颂赞美,favour,positive,FCCPSL
正规,praise,称颂赞美,favour,positive,FCCPSL
好情,praise,称颂赞美,favour,positive,FCCPSL
铿然,praise,称颂赞美,favour,positive,FCCPSL
苍穹,praise,称颂赞美,favour,positive,FCCPSL
神州,praise,称颂赞美,favour,positive,FCCPSL
崇拜,praise,称颂赞美,favour,positive,FCCPSL
高层,praise,称颂赞美,favour,positive,FCCPSL
承平,praise,称颂赞美,favour,positive,FCCPSL
俊美,praise,称颂赞美,favour,positive,FCCPSL
口才,praise,称颂赞美,favour,positive,FCCPSL
心服,praise,称颂赞美,favour,positive,FCCPSL
钦仰,praise,称颂赞美,favour,positive,FCCPSL
丽人,praise,称颂赞美,favour,positive,FCCPSL
称身,praise,称颂赞美,favour,positive,FCCPSL
要津,praise,称颂赞美,favour,positive,FCCPSL
靓妆,praise,称颂赞美,favour,positive,FCCPSL
娴雅,praise,称颂赞美,favour,positive,FCCPSL
规矩,praise,称颂赞美,favour,positive,FCCPSL
珍馐,praise,称颂赞美,favour,positive,FCCPSL
真真,praise,称颂赞美,favour,positive,FCCPSL
红娘,praise,称颂赞美,favour,positive,FCCPSL
儒术,praise,称颂赞美,favour,positive,FCCPSL
轩昂,praise,称颂赞美,favour,positive,FCCPSL
锐利,praise,称颂赞美,favour,positive,FCCPSL
上苍,praise,称颂赞美,favour,positive,FCCPSL
国宾,praise,称颂赞美,favour,positive,FCCPSL
主持,praise,称颂赞美,favour,positive,FCCPSL
人材,praise,称颂赞美,favour,positive,FCCPSL
谏诤,praise,称颂赞美,favour,positive,FCCPSL
勇决,praise,称颂赞美,favour,positive,FCCPSL
正气,praise,称颂赞美,favour,positive,FCCPSL
明哲,praise,称颂赞美,favour,positive,FCCPSL
忠烈,praise,称颂赞美,favour,positive,FCCPSL
宏达,praise,称颂赞美,favour,positive,FCCPSL
心宽,praise,称颂赞美,favour,positive,FCCPSL
稳固,praise,称颂赞美,favour,positive,FCCPSL
大众,praise,称颂赞美,favour,positive,FCCPSL
尚好,praise,称颂赞美,favour,positive,FCCPSL
屹然,praise,称颂赞美,favour,positive,FCCPSL
快速,praise,称颂赞美,favour,positive,FCCPSL
死活,praise,称颂赞美,favour,positive,FCCPSL
元帅,praise,称颂赞美,favour,positive,FCCPSL
尽致,praise,称颂赞美,favour,positive,FCCPSL
挽救,praise,称颂赞美,favour,positive,FCCPSL
利害,praise,称颂赞美,favour,positive,FCCPSL
奉养,praise,称颂赞美,favour,positive,FCCPSL
挺身,praise,称颂赞美,favour,positive,FCCPSL
尽孝,praise,称颂赞美,favour,positive,FCCPSL
无害,praise,称颂赞美,favour,positive,FCCPSL
机要,praise,称颂赞美,favour,positive,FCCPSL
明达,praise,称颂赞美,favour,positive,FCCPSL
不限,praise,称颂赞美,favour,positive,FCCPSL
妙法,praise,称颂赞美,favour,positive,FCCPSL
端详,praise,称颂赞美,favour,positive,FCCPSL
健在,praise,称颂赞美,favour,positive,FCCPSL
盯住,praise,称颂赞美,favour,positive,FCCPSL
助战,praise,称颂赞美,favour,positive,FCCPSL
克捷,praise,称颂赞美,favour,positive,FCCPSL
端雅,praise,称颂赞美,favour,positive,FCCPSL
明察,praise,称颂赞美,favour,positive,FCCPSL
见称,praise,称颂赞美,favour,positive,FCCPSL
抚养,praise,称颂赞美,favour,positive,FCCPSL
壮实,praise,称颂赞美,favour,positive,FCCPSL
要人,praise,称颂赞美,favour,positive,FCCPSL
好看,praise,称颂赞美,favour,positive,FCCPSL
牢固,praise,称颂赞美,favour,positive,FCCPSL
缓急,praise,称颂赞美,favour,positive,FCCPSL
心血,praise,称颂赞美,favour,positive,FCCPSL
知觉,praise,称颂赞美,favour,positive,FCCPSL
广厦,praise,称颂赞美,favour,positive,FCCPSL
资助,praise,称颂赞美,favour,positive,FCCPSL
劝阻,praise,称颂赞美,favour,positive,FCCPSL
鹅黄,praise,称颂赞美,favour,positive,FCCPSL
划一,praise,称颂赞美,favour,positive,FCCPSL
从良,praise,称颂赞美,favour,positive,FCCPSL
殿堂,praise,称颂赞美,favour,positive,FCCPSL
至性,praise,称颂赞美,favour,positive,FCCPSL
至情,praise,称颂赞美,favour,positive,FCCPSL
才分,praise,称颂赞美,favour,positive,FCCPSL
温厚,praise,称颂赞美,favour,positive,FCCPSL
真迹,praise,称颂赞美,favour,positive,FCCPSL
旷古,praise,称颂赞美,favour,positive,FCCPSL
娟娟,praise,称颂赞美,favour,positive,FCCPSL
娇艳,praise,称颂赞美,favour,positive,FCCPSL
接济,praise,称颂赞美,favour,positive,FCCPSL
憨态,praise,称颂赞美,favour,positive,FCCPSL
朴直,praise,称颂赞美,favour,positive,FCCPSL
谢忱,praise,称颂赞美,favour,positive,FCCPSL
奉献,praise,称颂赞美,favour,positive,FCCPSL
绝佳,praise,称颂赞美,favour,positive,FCCPSL
诚朴,praise,称颂赞美,favour,positive,FCCPSL
竭诚,praise,称颂赞美,favour,positive,FCCPSL
礼貌,praise,称颂赞美,favour,positive,FCCPSL
嫩绿,praise,称颂赞美,favour,positive,FCCPSL
颉颃,praise,称颂赞美,favour,positive,FCCPSL
体谅,praise,称颂赞美,favour,positive,FCCPSL
精密,praise,称颂赞美,favour,positive,FCCPSL
培植,praise,称颂赞美,favour,positive,FCCPSL
大势,praise,称颂赞美,favour,positive,FCCPSL
兼顾,praise,称颂赞美,favour,positive,FCCPSL
最上,praise,称颂赞美,favour,positive,FCCPSL
敬意,praise,称颂赞美,favour,positive,FCCPSL
绝技,praise,称颂赞美,favour,positive,FCCPSL
法律,praise,称颂赞美,favour,positive,FCCPSL
瞩目,praise,称颂赞美,favour,positive,FCCPSL
显性,praise,称颂赞美,favour,positive,FCCPSL
长进,praise,称颂赞美,favour,positive,FCCPSL
培养,praise,称颂赞美,favour,positive,FCCPSL
精于,praise,称颂赞美,favour,positive,FCCPSL
优点,praise,称颂赞美,favour,positive,FCCPSL
奇才,praise,称颂赞美,favour,positive,FCCPSL
俊伟,praise,称颂赞美,favour,positive,FCCPSL
担当,praise,称颂赞美,favour,positive,FCCPSL
旷世,praise,称颂赞美,favour,positive,FCCPSL
切中,praise,称颂赞美,favour,positive,FCCPSL
雅集,praise,称颂赞美,favour,positive,FCCPSL
救亡,praise,称颂赞美,favour,positive,FCCPSL
茵茵,praise,称颂赞美,favour,positive,FCCPSL
叹服,praise,称颂赞美,favour,positive,FCCPSL
大观,praise,称颂赞美,favour,positive,FCCPSL
弥望,praise,称颂赞美,favour,positive,FCCPSL
娇嫩,praise,称颂赞美,favour,positive,FCCPSL
碧蓝,praise,称颂赞美,favour,positive,FCCPSL
节用,praise,称颂赞美,favour,positive,FCCPSL
酬答,praise,称颂赞美,favour,positive,FCCPSL
旷代,praise,称颂赞美,favour,positive,FCCPSL
传经,praise,称颂赞美,favour,positive,FCCPSL
入时,praise,称颂赞美,favour,positive,FCCPSL
绝世,praise,称颂赞美,favour,positive,FCCPSL
举行,praise,称颂赞美,favour,positive,FCCPSL
盛大,praise,称颂赞美,favour,positive,FCCPSL
刚柔,praise,称颂赞美,favour,positive,FCCPSL
苍旻,praise,称颂赞美,favour,positive,FCCPSL
威势,praise,称颂赞美,favour,positive,FCCPSL
威猛,praise,称颂赞美,favour,positive,FCCPSL
勤王,praise,称颂赞美,favour,positive,FCCPSL
至上,praise,称颂赞美,favour,positive,FCCPSL
心领,praise,称颂赞美,favour,positive,FCCPSL
肥美,praise,称颂赞美,favour,positive,FCCPSL
傲雪,praise,称颂赞美,favour,positive,FCCPSL
烟景,praise,称颂赞美,favour,positive,FCCPSL
胜概,praise,称颂赞美,favour,positive,FCCPSL
盛年,praise,称颂赞美,favour,positive,FCCPSL
合乎,praise,称颂赞美,favour,positive,FCCPSL
尊敬,praise,称颂赞美,favour,positive,FCCPSL
闻达,praise,称颂赞美,favour,positive,FCCPSL
